cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40
1337.111,954.292,1253.094,1277.067,1096.152,984.764,1267.794,1143.314,1282.797,1546.942,1149.716,1096.5,757.25,941.667,1208.833,1254.49,1335.173,1193.125,905.58,1084,926.897,840.476,919.795,1186.348,1198.964,830.625,953.532,1306.944,1110.933,1171.055,1412.375,976.522,1251.392,920.964,825.386,1382.312,924.5,1203.892,776.521,1110.679
1410.25,981.208,1305.219,1335.641,1100.643,957.966,1258.357,1189.114,1340.579,1759.263,1156.905,1158.667,764.865,901.417,1258.775,1281.192,1367.298,1246.323,950.057,1045.49,923.557,926.952,1012.17,1300.607,1588.655,848.969,1149.127,1340.194,1144.395,1219.61,1746.348,1027.377,1206.152,890.44,806.571,1486.213,967.814,1290.843,766.792,1268.262
1358.528,983.111,1304.219,1357.876,1111.67,984.876,1263.437,1200.571,1441.105,1686.401,1179.793,1168.393,744.779,887.944,1210.912,1330.442,1378.26,1347.521,944.909,1099,931.897,900.405,1011.438,1282.018,1825.786,833.641,1118.911,1374.331,1141.748,1192.012,1904.857,1002.536,1162.177,917.726,825.943,1567.934,993.457,1317.753,812.688,1340.298
1404.111,958.139,1269.5,1268.359,1073.214,970.494,1227.182,1158.643,1315.511,1489.226,1144.776,1152.845,728.077,844.375,1186.353,1194.029,1322.856,1344.646,891.818,1063.542,896.969,913.369,967.929,1257.188,1738.845,813.391,1057.823,1328.54,1085.59,1195.726,1740.795,1030.609,1205.608,878.179,795.714,1485.803,1011.214,1217.018,794.604,1257.024
1295.361,970.042,1326.938,1257.641,1080.848,955.843,1215.492,1144.043,1248.451,1376.891,1136.681,1099.714,736.606,799.861,1116.647,1170.894,1247.481,1263.083,833.205,1062.26,881.258,896.905,929.045,1253.804,1520.845,801.938,959.24,1297.145,1012.448,1177.817,1581.902,980.913,1099.785,849.988,760.457,1416.869,936.586,1115.958,745.708,1141.81
1297.139,946.542,1246.062,1247.09,1013.643,939.876,1222.476,1114.8,1219.752,1259.35,1045.905,1052.94,700.894,789.708,1102.794,1166.567,1209.404,1226.938,825.375,1023.042,865.423,856.369,891.812,1189.188,1413.083,787.5,916.24,1258.702,992.505,1141.957,1381.402,939.652,1118.506,807.095,720.614,1330.754,910.886,1067.066,737.031,1143.226
1254.861,910.167,1340.5,1212.315,1059.455,910.056,1215.016,1080.329,1169.143,1205.058,1060.328,1034.619,698.173,804.403,1120.284,1112.721,1229.779,1202.635,842.182,1024.604,831.619,838.679,898.723,1157.491,1304.917,730.672,836.013,1240.161,958.352,1149.561,1341.446,943.217,1047.785,788.31,749.114,1283.688,870.357,1031.506,747.333,1094.857
1337.833,911.806,1257.188,1185.056,1007.795,917.169,1179.944,1118.914,1189.068,1134.942,1009.293,1074.94,703.596,771.25,1120.706,1098.279,1198.721,1170.531,828.727,959.344,825.082,825.226,854.866,1129.991,1231.298,736.094,823.835,1216.984,975.386,1104.006,1195.384,936.783,1145.911,776.595,746.243,1288.934,868.857,995.723,720.854,1082.202
1314.639,888.139,1220.469,1183.91,1014.777,895.719,1199.032,1089.186,1148.135,1098.117,1014.491,1008.31,659.827,801.014,1079.333,1100.981,1201.231,1161.427,780.307,1004.448,840.268,863.202,817.393,1139.241,1172.464,720.625,767.342,1227.226,941.448,1135.781,1139.268,908.841,1085.684,796.524,753.129,1270.033,861.386,971.982,717.156,1022.607
1332.667,901.458,1199.156,1168.18,973.143,866.067,1180.087,1075.757,1165.677,1036.686,1013.741,1039,693.317,772.542,1081.029,1066.048,1172.01,1110.208,807.205,968.719,802.866,807.714,837.554,1099.223,1144.488,692.641,751.709,1191.169,922.01,1131.402,1069.411,885.29,1119.797,777.631,756.114,1180.934,859.929,960.488,746.844,1028.893
1298.444,928.222,1199.625,1183.101,975.259,912.202,1176.762,1137.729,1149.504,1036.263,988.336,1004.667,670.029,781.097,1066.373,1051.25,1177.327,1106.906,782.693,943.906,817.876,809.464,823.062,1125.589,1081.06,703.922,740.24,1205.653,914.652,1113.037,1017.071,896.101,1081.329,763.417,734.743,1200.459,858.586,967.018,703.396,1043.5
1306.083,906.333,1220.594,1187.09,998.509,913.517,1179.627,1047.671,1126.579,1015.883,949.974,1001.012,668.817,702.792,1058.235,1036.019,1183.798,1086.469,769.705,958.812,816.845,809.071,805.411,1095.205,1046.155,725.359,706.633,1190.185,907.805,1103.811,1003.25,879.116,1087.291,762,760.986,1204.016,871.9,919.163,696.188,1040.714
1241.5,910.903,1171.188,1206.438,1000.402,877.191,1187.579,1092.486,1124.782,1006.964,965.828,995.262,683.76,753.389,1032.049,1108.087,1117.154,1038,787.25,981.656,784.845,805.643,835.134,1151.161,999.893,788.062,747.418,1192.637,937.529,1099.085,969.321,877.884,1039.76,839.167,727.6,1230.885,813.929,963.807,694.135,947.571
1256.056,895.028,1226.75,1240.09,1089.58,937.292,1232.667,1144.914,1267.06,1720,1091.586,1138.274,696.558,868.125,1183.118,1164.702,1273.971,1132.24,900.67,1006.469,845.474,803.821,864.527,1221.214,1366.726,920.703,868.013,1273.508,1094.524,1149.701,1384.875,942.536,1158.975,894.226,843.871,1330.361,932.157,1167.94,741.302,1118.976
1352.861,919.75,1267.625,1304.124,1099.268,972.034,1301.056,1228.186,1316.15,1966.657,1178.905,1098.048,724.788,859.139,1193.137,1269.962,1317.692,1212.979,929.102,1044.969,887.918,826.25,970.357,1313.723,1518.655,869.625,938.81,1333.411,1127.481,1178.201,1644.92,992.116,1194.266,877.464,828.6,1462.016,994.471,1263.157,755.948,1319.726
1364.667,943.167,1241.062,1279.348,1069.554,944.876,1246.913,1194.129,1301.782,1820.891,1111.802,1167.75,689.279,835.833,1216.461,1236.875,1306.779,1227.875,910.045,1054.458,903.99,797.81,918.545,1240.33,1553.452,838.828,905.899,1316.855,1129.433,1193.951,1704.214,994.725,1175.266,927.024,835.8,1406.607,1026.714,1262.337,761.406,1369.06
1371.306,911.75,1257.312,1234.303,1056.92,926,1229.778,1163.686,1268.579,1640.453,1067.741,1108.143,701.423,810.556,1150.598,1190.212,1313.875,1193.74,870.091,1019.958,848.546,871.321,896.527,1269.982,1463.976,805.375,851.405,1276.548,1066.086,1197.396,1602.143,966.725,1149,868.929,788.5,1372.033,979.9,1158.133,744.573,1313.036
1308.5,910.125,1283.938,1241.326,1068.098,891.124,1224.254,1156.971,1225.083,1468.73,1016.819,1051.19,667.865,790.611,1184.02,1154.442,1237.077,1141.854,852.614,1025.771,847.938,802.119,861.902,1191,1316.738,798.469,841.696,1261.46,1033.705,1154.018,1486.25,968.203,1159.139,850.798,766.371,1313.492,919.371,1084.319,727.979,1238.179
1342.306,899.625,1222.531,1161.101,1017.991,901.382,1173.056,1111.057,1171.639,1353.073,1015.534,1031.31,679.856,777.653,1113.794,1093.26,1191.173,1128.75,841.352,991.156,818.309,810.548,858.571,1170.705,1202.179,766.266,794.835,1238.137,1003.343,1135.134,1345.009,939.275,1191.924,836.429,726.086,1261.377,924.429,1042.94,714.656,1166.5
1294.75,884.417,1175.875,1212,1030.179,878.933,1192.452,1108.143,1135.083,1245.562,969.276,1002.464,677.135,739.014,1131.059,1095.51,1157.077,1122.948,808.716,1008.083,831.32,813.06,817.571,1139.107,1140.083,748.781,733.57,1191.097,966.105,1124.061,1234.098,891.348,1047.519,779.357,733.657,1237.541,881.843,986.651,703.396,1119.917
