Cell#1,Cell#2,Cell#3,Cell#4,Cell#5,Cell#6,Cell#7,Cell#8,Cell#9,Cell#10,Cell#11,Cell#12,Cell#13,Cell#14,Cell#15,Cell#16,Cell#17,Cell#18,Cell#19,Cell#20,Cell#21,Cell#22,Cell#23,Cell#24,Cell#25,Cell#26,Cell#27,Cell#28,Cell#29,Cell#30,Cell#31,Cell#32,Cell#33,Cell#34,Cell#35,Cell#36,Cell#37,Cell#38,Cell#39,Cell#40
0,0,0,0,0,1.4428,0,3.9686,0,0.2378,0,0.8286,0,0,0,0,4.3578,0.4668,0,0,0,17.35,5.4144,6.309,0,0,1.6962,0,0,1.2196,0,0,0,4.8452,0.4,0,0,0,5.2292,0.769
3.3278,0,0,0,0,0,0.8176,0,0,0,0,0,0,0,0.7452,0,9.0692,0,4.625,1.7958,1.9422,0,0,0,0,0.6906,0,0,0,0,1.2284,0,0,5.4976,7.6286,0,0,0,4.6854,0
12.9944,0,10.8938,0,0,0,7.0318,1.7856,4.009,0,0,0,22.175,8.7362,0,1.7056,7.7386,0,2.534,3.025,0,8.4668,0,0,3.0262,6.5282,0,0,4.521,2.1158,8.1894,0,18.8632,1.2,3.0658,0,4.28,0,12.6124,8.7286
0,0,0,0,0,1.2584,4.4794,0,0,1.041,0,0,31.7462,2.3888,1.0626,4.0404,6.1692,1.623,0,4.1938,0,9.3642,0,0,0,0,0,0,0,0,3.1108,3.7652,0,0.7024,0,0,0,0,5.0624,0
0,1.5306,7.3124,0,0,6.845,11.4,7.6428,0,2.1358,1.7294,0,29.3866,3.1418,0.8746,0,2.8558,0,1.3294,2.6064,0,9.8572,5.3482,0,1.312,4.7658,0,4.4226,1.4552,0.1414,0.0108,6.0464,1.838,1.0952,2.1228,0,0,4.259,0,16.8644
0,0,7.5814,5.081,5.6446,0,15.9682,0,0,5.9548,0.4638,1.9952,21.6366,2.45,0.6196,0,2.5846,1.0604,0.891,13.25,7.866,0,0,0,0,0,0,9.1388,0,0,0,4.7072,0,0.8476,2.6314,1.177,5.743,0,9.452,0
0,0,9.4938,0,0,5.8068,12.2062,0,6.1518,0.3228,0,8.3762,20.3654,4.7834,2.9706,0,0,9.027,7.5682,2.9354,0,12.1786,3.7536,0,3.857,0,7.2658,0,3.9058,0,0,2.5594,12.643,0,2.6428,0,3.46,0.3916,0,1.3024
0,0.3944,8.8562,0,0.3464,2.8764,10.6556,8.0516,0,5.46,2.174,12.5168,0,0,1.7766,2.1212,0,8.5292,5.1364,2.3624,10.4638,0,0,2.1588,2.4618,0,0,7.9982,0,3.5464,0,9.2984,0,1.3216,1.1172,4.2098,2.857,3.4614,8.5292,0
11.7444,5.0668,12.0438,0,7.0802,0.5438,11.0826,1.6972,12.4,0,5.5794,28.519,0,0.3834,2.6118,5.075,5.052,8.325,11.066,0,4.6494,0,3.6552,0,10.4906,4.2592,0.372,6.0694,2.7904,3.9914,7.1214,4.081,26.3012,3.2858,2.3086,0,14.4256,6.4084,0,6.8856
14.7556,1.2222,0,0,8.4894,0,7.7874,4.883,0,0.5388,6.6482,16.962,0,0,0,0,0,0.7876,0,6.0208,5.0784,0,0,6.1106,0,2.678,5.6684,4.5178,1.6792,20.083,2.2142,0,0,0,0,0,0.04,0,10.4876,0
1.4888,7.9444,0,1.9078,3.7786,0,4.9906,5.8486,2.5804,0.87,2.4034,23.6048,0,2.6138,2.4216,3.4442,0.302,5.5082,1.5932,0,0.703,0,0,0,4.4118,6.2594,0,1.5064,6.2914,16.6464,8.0804,9.9884,10.9848,0,2.8314,0,3.44,4.6434,0,0
0.0776,0.3388,0,0.827,7.893,0,15.2922,12.3828,1.0692,7.3372,1.2138,13.188,0,0.7278,0,2.3404,0.8328,0,0,4.8396,9.2578,0.1644,4.6554,0.0196,0.612,4.4876,0,6.6338,0,12.306,6.9696,7.916,0,0,4.8372,5.3312,4.697,2.5712,5.3396,0.0954
3.8224,0,7.8374,0.9574,0.0804,0.8808,12.5222,0,8.0738,0,2.9362,8.0904,0,0,1.698,4.3962,0,0,0,0,1.6804,0,0,0,4.6382,0,0,0,3.74,5.1928,0.9626,9.8754,11.7822,10.5404,0,0,3.34,0,0,9.3308
0,0,0,0,0,3.5776,16.3824,6.1544,0,5.8846,0,0,0,0.9778,3.8354,0,0,0,4.6158,3.8958,3.93,6.0714,1.9018,0,6.3784,0.922,2.5596,0,0.4372,0.6878,0,21.9364,1.19,0,5.6458,1.5738,0,0,0,0
0,0,14.2312,0,0,0,14.8492,0,6.236,1.521,0,7.6714,0,10.6834,2.4804,9.2558,0,0,15.9362,0,0,0,0,0,12.976,0,0,0,0,0,0,25.0174,20.1064,8.0762,2.1828,0,6.7056,0,0,0
12.0446,0,0,0,0,0.7124,12.611,7.1714,0,0.06,0,0,0,3.6584,0,0,0,0,0,0,0,1.5572,7.6732,3.8144,6.2072,0,5.5646,0,0,0,0.9518,25.9218,0.372,4.9834,2.14,0,1.3086,0,0.173,3.9618
0,0,0,0.1416,0,0,14.8968,0,0,0,0,0,0,0.3722,0,0,0,0,0,0,0,0,0,4.5144,1.9524,0,1.6304,7.829,2.8142,0,1.6572,30.6204,0,0,0,0,0,0.2228,2.3646,0
0,0,0,0,0,0,13.2016,5.8456,0,0,0.8208,0,0,8.0668,0,0,4.5614,0,0,0,0,0,9.341,0,0,5.8688,6.6836,0,0,0,4.2018,22.3276,0,0,0,8.213,0,0,0.6188,0
0,0,5.4188,0,0,0,9.6,0,0,0,0.231,0,0,0,0,0,0,0.727,0,0,0,0,0,0,0,0,0,4.5742,0,0,4.2858,16.3768,0,0,0,0,0,0,2.8292,1.2976
5.4334,2.4278,0,0,2.7448,4.9932,2.3206,4.0772,0,0,0,0,0,0,6.0314,0,2.0404,0,0,0,0,0,6.3982,0,0,0,0,0,0,0,1.9464,24.084,0,0,0.9058,0,0,0,0.0186,4.3144
0,0,6.1126,0,3.182,0,1.7238,0,0,0,0,0,0,0,0,1.7884,1.1538,0,3,1.8084,0,0,0,1.0178,0,0,0,0,0,0,0,16.8928,0,0,0,0,0,0,0,0
7.6722,0,0,0,0,0,0,0,5.585,0,0,0,0,2.8278,0,0,0,0,2.6636,0,0,0,0.7624,0,0.7904,0.9874,0,0,0,2.194,0,18.4608,0,0,0,0,0,0,0,1.9832
3.4,0,3.425,0,0,0,0,0,0.5144,1.6278,0,0,0,0,0,0,0,0,5.2296,0,0,0,0,2.55,0,0,0,0,0,0.2026,0,22.6898,11.8228,2.2976,5.5058,0,2.2514,0,0,0
0,0,0,0.4046,0,0,0,0,0,0,0,0.507,0,0.211,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0.14,4.5172,0,27.0666,27.9444,0,0,0,0,0,0,0
0,0,6.0564,1.373,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0792,0,2.7022,0,3.6428,0,4.6768,0,0,0,3.6032,3.0534,0.6,0,5.0608,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.5796,2.2242,2.5404,0,0.65,1.4276,0,0,0,0,0,0,6.3762,0,0,2.419,0,0,0,0,0,0,17.1014,0,0,0,0,0,0,0,0
0,0,0,0,0.75,0,0,2.557,0,3.3884,2.7224,2.0524,0,0,0,0,1.1136,0,0.9614,7.596,0,2.5642,0,2.6268,0,0.5438,5.8786,14.534,1.0154,0,0,6.5624,0,0,1.3314,0,5.5658,0,3.9562,1.131
0,0,0,6.5236,0,1.3708,0,0,5.1412,4.1284,0.9844,0,0,0,0,1.9672,0,0,0,2.7792,0,2.8096,0,0,2.6166,0,0,0,0,0,5.9608,10.142,0,1.7952,0,0,0,0,0,0
2.9722,1.3862,0.6126,0,0,0,0,6.8714,0,0,0,0,0,0.2528,1.147,7.15,0,0,0,0.9916,0,8.5808,0.8374,0,0,1.7688,1.6178,9.6048,0,0,0,0,0,3.238,0,0,3.0972,4.0518,3.6894,0
0,0,0,0,3.3358,2.191,0,0,2.3292,0,1.4018,0,0,3.6916,3.8334,5.9212,0,0,7.2228,0,4.1504,0,2.0768,0,1.7572,5.2,3.7368,0,0,0,0,8.119,0,0,6.8886,4.1474,0,2.2616,0,0
16.2332,0,7.3562,0,0,1.0742,0,2.3,0,0,1.2156,0,1.5212,0,5.5706,0,0,2.1436,0,1.8772,0,0,9.0196,0,1.2286,6.9594,0.438,0,0,0,1.7376,0,5.5644,2.3072,0,0,0,0,1.577,1.4096
9.1054,3.5304,7.2124,0,0,3.2832,0,0,5.7654,0,0,0,0,6.25,3.9058,1.1192,0,5.5082,4.9318,1.4332,0,0,0,0,1.588,0,0,0,0.8714,0,0,0,0,1.7618,4.5542,0,0,4.6072,0,0
14.161,1.7944,4.1562,0,3.4536,0,0,6.5344,0,0,0.9362,0,2.1904,0,0,0,0,0,0,5.3834,0,0,1.1838,10.2964,0,4.053,3.4404,5.8356,2.8258,0,0,0,0,0,0,0,5.7572,0,5.554,0
0,0,0,2.6292,0,0.3326,1.381,0,0,2.3722,5.5258,0,0,0,0,0,1.1962,2.498,8.6228,5.1022,7.9444,0,0.3662,0,0,0,0,3.4646,0,0,1.0894,0,0,0,2.403,0,0,0,0,0
0,0.65,3.8564,0,0,0,0,2.38,1.6902,0,2.5172,4.3762,8.4,0,0,0,0,0,0,0.5604,0,3.012,1.707,5.1964,4.8832,0,0,1.021,0,4.7806,7.7144,0,8.5824,0,0,0,0,1.3096,0,0
0,3.3194,0,0.2114,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7584,1.105,0,0,0,0,0,0,0.234,0.3904,0,0,0,6.6582,1.607,2.4628,3.9934,7.6486,1.9252,0,0
0,0,4.6812,0,2.659,0,0,0,0,0.6978,0.8138,0,1.7598,0,0,0,0,0,0,0,1.1568,2.8808,5.8088,0,4.512,0,0,0,0.9046,0,3.6588,6.713,14.3316,0,0,0,0,0,0,0
0,2.1278,0,0,0,1.836,0,0.84,3.4316,0,0.6948,0,0,7.3222,6.3472,0.8672,0,2.0728,13.3,0,11.901,0,0,0,8.362,0,0,1.8532,0,2.827,0.309,0,4.7974,2.7834,11.697,0.8328,0,0,0,4.2786
8.8666,9.5638,1.825,0,0,0,0,1.297,1.5068,0,0,0,3.054,7.0722,7.906,0,2.5692,0,0,0,0,10.7476,0.109,0,10.1786,8.35,1.8278,0,1.2514,0,6.9536,9.0348,16.9544,0,0,1.482,5.1286,0,0,2.669
1.0056,2.65,0,0,4.3036,0,0,0,0,1.0028,4.4656,0,0,0,0,0,0,3.329,0.65,0.802,0,0.8286,0,0,0,0,2.7974,7.5902,0.2658,4.0828,1.2588,0,0,0,5.0428,0,5.2256,0,0.5626,0
8.911,0.2944,1.7,0,0.2536,0,0,0.4172,0,0.7648,3.112,0,1.7788,2.1444,0.7392,3.7808,1.8212,0,0,0,1.2228,10.131,9.05,0,0,5.0844,5.3672,2.4468,3.0372,0,2.3966,0,3.6608,0,0,0,0,0,0,2.8
0,0,0,11.9932,0,0,0,5.5228,0,1.5534,2.7294,0,1.4864,2.511,1.6116,4.5442,0,0,0,0,8.5814,8.731,0.1268,0,0,9.2532,4.924,9.1808,0,2.211,4.7912,0,0,0.469,3.397,0,3.3628,0,5.1,0
0,0.436,3.975,28.4898,1.3804,1.0382,8.5732,0,6.6196,8.635,3.8914,5.6,2.302,3.8362,2.9294,0,0,3.45,13.6568,4.3582,0,4.1548,3.459,0,0,6.1812,0,1.3806,4.8572,0,3.7856,4.6522,20.9064,4.8452,11.6658,0,5.1258,7.153,14.4332,12.7142
8.7724,0.2916,21.0312,29.609,12.2036,7.5214,8.8348,10.9716,2.23,7.8744,10.657,5.3048,0,1.2916,0,0,0,3.8438,5.3114,7.1728,11.4372,3.9024,3.0124,0,0,0.4844,3.1494,5.2596,2.98,8.0756,0,0,6.2582,8.9784,14.5886,1.7804,0,0,18.65,0.0476
6.1,6.4556,2.8688,26.3146,2.691,9.283,0,2.4886,5.3218,9.7358,5.469,0,0,9.425,4.694,4.0596,0,1.6834,5.5024,5.3584,7.6166,0,0,0,5.269,8.1376,4.1468,0,1.4266,0,0,5.768,0,12.0334,2.743,0.4328,0,3.5518,13.975,5.8596
0,14.3388,0,19.3686,0.4036,5.9596,0,12.3372,7.9758,0,7.4258,0,5.5578,6.3334,8.2314,0,0,2.9666,5.1886,2.3082,3.0886,0.8546,1.6892,2.8,8.2428,2.5656,4.6252,11.2644,0,10.294,0,2.9856,0,8.25,11.8542,0.7082,6.3658,5.9964,9.5478,8.2738
14.4388,7.5388,7.5624,9.3686,3.7644,8.1146,0,0,5.2978,2.5926,2.0794,0.7142,0,5,0.4354,0,0,6.4082,12.1638,8.127,0,0,0,0,9.6452,0,0,0,3.34,3.9792,0,13.2146,25.2608,8.2928,2.12,2.7148,5.0486,5.6698,7.6146,5.3476
7.6556,1.6806,0,0,6.2678,0,0,0,0,0,5.757,0,5.5442,0,0,1.348,0,0,0,0,0,6.3308,0.2928,2.8374,0,0,5.5392,13.121,0,3.8086,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6.4962,0,0,5.3672,0,0,0,0,0,2.8094,0,4.8358,0,0,0,7.9468,3.0676,0,0,0,0,0,0,2.141,6.7828,2.135,0,1.0858
0,6.3556,7.6124,0,2.1126,0,0,1.8142,0,0,0,0,7.3808,0,0,0,0.4962,0,0,0,2.6248,13.7094,2.1928,7.0428,0,0,0,11.366,1.9972,4.377,0,0,0.0684,0,3.6086,0,1.9458,4.3374,0,0
0,0.2834,9.5686,0,4.734,0,0,0,4.6572,7.6278,0,2.2476,0,0,0,3.2904,0,0,3.6228,0,0.0556,0,0,0,0,0,0,6.3114,0,0,4.7786,0,0.6126,0,0,0,0,0,1.2292,0
3.3556,7.1168,0,0,0.741,0,0,0.7516,0,0,0,0,2.2674,0,0,4.3442,0.052,2.125,0,0.3042,0,11.9166,0,7.3304,0,4.2782,0,10.3806,0,0,0,0,0,0,1.4316,0,0,2.8084,0,7.9666
3.65,0,0.9688,0,0,1.483,0,10.037,7.8722,0,0,6.788,0,0,7.0392,0,0,0,6.5636,1.3418,2.9196,0,0,0,10.0308,0,0,0,0,0,0,0,3.238,3.1548,6.9114,12.5802,10.96,4.9084,0,5.0882
17.7444,6.8944,20.7188,0,0,0,0,0,1.8452,0,0,0,0,0,5.5176,0,0,0,4.7068,2.4688,7.429,0,0.1322,0,3.538,1.6218,0,0,0,0,5.7,1.7654,11.2608,0,0,0,0,2.059,0,1.062
0,0,0,0,0,0,0,0,0.6738,2.5898,0,0,0,3.7722,9.8216,1.7614,0,1.2604,0,2.1978,0,0,0,0,4.6786,0,0,3.1194,0,0,3.3428,0,0,0,0,0,0,0,0,0
2.8112,0,0,0,0,0,0,2.9086,0,0,2.519,0,0,0,0,0,0,0,0,0,0,0,3.459,0,0,0,0.59,6.9418,2.083,4.2244,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.6116,5.7242,2.3548,0.8692,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567,16.1888,0,0,0,0,0,0,0,0,0.9858,0,0,0
0,0,0,0,0.1874,0,0,0,0,0,4.5154,0,0,0,2.949,0,5.1598,3.3958,4.5728,0,0,1.1834,6.2446,0,0.4976,0,0.8936,6.4226,3.4114,2.5586,0,0,9.296,0,0,0,6.9942,0,0,0
0,0.1362,0,0,0,0,0,2.9372,4.379,0,4.7224,1.7618,0,9.5416,1.349,0,0,0,0,0,0,1.8024,0,0.0178,1.2238,0,0,23.8388,0.5972,11.2694,0,0,0,5.7476,0,0,38.3514,0,0,0
0,0,0,1.9842,4.4464,0.0518,0,0,1.8902,0,0,0,1.3,0,0,0,0,1.2396,0,0,0.2102,0,0,0,1.5144,0,2.1216,4.134,0,4.456,0,0,17.8102,0.3858,1.0056,0,48.6944,0,0,7.6
4.3222,0,0,0,5.3608,0,1.392,0,1.436,3.013,0,0,1.1922,6.3776,1.702,0.0442,0.6942,0,13.1432,0,7.9958,3.2096,0,4.1572,2.4144,0,0,14.8614,0,8.017,0.9588,0,0,4.312,5.6142,0,43.8686,0.0326,0,0
19.1556,12.3222,5.9686,0,0,0,0,0,8.0152,0,0,0,0,0,0,0,0.05,0,4.4364,0,0,0,3.5214,4.0142,6.0142,0,0,0.4064,1.5544,2.7426,2.2606,3.2028,0,0,2.0886,0,40.1658,5.7144,0,4.8834
0,0,0,1.7034,0,0,0,0.1514,0,0,0.8224,0,4.0154,0,0,0,3.3422,0,0,3.7478,0,2.4952,0,0.5356,0,5.303,0.8254,23.479,0,0,0.3304,0,0,0,0,3.1606,36.22,2.4554,0,0
0,0,6.7814,4.3482,1.1304,0,1.354,0,0,3.7592,0,0,0,0,0,0,2.4518,0,2.6092,0,4.5568,0,0.9392,0,5.1144,5.075,0.2026,0,0.138,0,0,0,2.1392,5.1668,3.2342,0,0,4.0794,7.6876,0
0,0,13.3812,1.119,0,0,1.8412,7.6258,0,0.692,3.0138,3.1548,0,0,0.1412,0,0,0,2.0454,2.05,0,9.8332,0,10.1786,0,2.5064,0,10.087,3.7934,1.5464,0,0,0,0,0,8.7868,0,5.3904,3.623,0
1.9334,0.6278,0,9.7348,5.0446,5.0472,2.5826,0,7.0076,0,5.0726,0.5334,0,1.0028,0,0.7174,0,0,0,7.2916,0,0,0,0,2.7976,0,1.5594,0,0,15.1854,0,0,3.3494,0,0,0,0,1.965,0,5.35
0.7832,0,0,0.672,1.2106,0,0.9222,0,0,0,8.2948,3.6286,0,2.4168,7.6666,3.346,0,0,0,0,0,1.0762,0,0,0,0,2.3824,9.634,2.5694,15.4598,0,0,0,9.1286,0,1.5082,0,0,0,1.1358
0,0,0,0,0,0,0.6128,0,9.672,5.4466,0,0,0,5.2138,6.6176,7.5538,0,0,17.925,2.2354,7.8166,0,1.5286,0,18.4286,0,0,7.0548,0.9552,10.1342,0,0,25.9822,2.8024,11.2858,0.3672,0,0,0,6.5832
5.6388,0,0,0,0,0.818,0,5.9628,0,0,0,1.257,2.1192,0,5.5392,0,1.329,6.1042,2.1636,0,0,9.4856,2.1412,0,0,0,0,6.2436,0.1076,7.3072,6.457,3.1942,0,0,0,2.1048,0,0,0,5.8262
3.3,0,0,0,4.3428,0,3.4572,1.8086,2.7624,2.9256,3.5706,0,0,2.7916,0,1.0826,3.2212,0,0,0.3188,0,0,0,0.575,0,0,2.319,12.4856,0,1.0866,0.5946,0,5.7468,0,13.557,0,0,0,0,0.1358
0,0,0,0,0,0,0,9.6,0,0,0.8448,0,0.6058,0,0,0.0442,0,0,0,0,0,15.2332,12.184,5.218,0,2.0624,1.1318,4.1822,1.4734,0,5.466,0,2.757,0,0,9.6394,0,0,3.9522,0
0,0,14.95,0,2.7286,5.5978,0,0.3916,0.8076,1.3344,0,0,0,5.275,0,0,5.425,4.8582,0,0,0,0,0,0,0,0,0,6.1822,0.1668,0,0,0,4.4304,0,0,0,0,0,0,0
13.3834,1.1888,5.25,0,3.5142,1.8516,0,0,1.567,0,0,0,0.7634,0,3.3372,0,0,0,0,0,10.0144,5.9596,0.2536,0,0,0,3.8456,0,0,0,3.0448,0,3.6936,0,5.1628,0,0,0.1206,0,0
0,0,13.0438,3.1438,1.7534,0.3304,0,0,2.1172,1.9898,2.431,0,1.602,5.4,0,3.2636,1.4306,0,0,7.8062,0.6598,0,0,0.891,0,0,3.4988,11.2048,0,0,0,0,2.6052,0,4.1742,0,0,0,0.9792,0
0,5.95,1.875,0,0,3.6448,0,0,0,0,0,1.0142,2.3018,3.5222,0,0.4232,0,7.8626,0,0.6958,4.664,3.6094,6.3,0,1.3096,10.153,0.9924,0,0,0,0,0.8318,8.4836,4.3904,0,0,0,0,3.852,4.6476
0,6.3556,1.9624,2.4,0,3.1416,0,1.5628,4.4902,2.3314,0,1.8858,4.8634,7.264,1.3862,0,1.5348,0.4396,10.6364,0,8.0206,0.1952,0,0,9.474,1.2032,0,13.4516,0.5056,0,0,0,0,0.7356,15.9058,0,0,0,2.475,3.0832
1.289,0,0,0,3.65,0,0,0,0,0,0,0.9714,4.2232,0,0,1.1922,0.602,3.4292,0.675,0,1.1442,11.1024,6.3322,3.4624,0,1.0968,1.957,0,0,0,0,0,0,0,9.0314,0,0,0,2.2978,2.769
0,0,0,3.0966,0,0,0,6.8372,0,0,2.4586,6.4406,3.4482,0.7722,0,4.5788,6.5922,0,0,0.6688,0,0.3642,0,6.6126,0,4.925,0,13.7356,0,0,0,0,0,0,0,2.0656,6.5258,1.1964,8.6,0
2.6388,1.4054,0,0.5642,0,0,0,0,2.7068,0,0,0,0,0,5.0706,1.4192,0,2.673,0,0,3.9402,0,0.4018,0,2.1642,0.453,0,0,3.5782,0,2.3356,0,4.8,2.5096,2.9542,0,0,3.3386,1.7166,2.981
5.7444,0,0,2.1484,11.4232,0,0.9906,0,0,1.987,2.869,0,0.6442,0,0,0,1.525,2.2854,1.534,1.9646,0,0,0,0,4.7976,0,0,3.237,0,7.2974,0,0,0,0,5.4144,1.8066,7.6628,0,0,0
0,0,0.6064,1.5462,0.1554,0,1.1016,0,2.6676,0,0,3.569,0,0,0,2.2422,0,0.123,0,0,0,0,0,0.4982,3.6452,0,0,0,0,0,0,4.7884,9.119,0.8168,11.1542,0,0.42,0,0,5.0976
6.0722,5.0612,10.7188,0,0,0,0.9762,0.0172,0,0,4.2276,6.7644,1.7404,1.7444,0.796,0,0,0,0,0.9728,0,0,0,2.1894,6.5428,3.375,5.3342,0.3516,0,0,0.191,0,8.205,0,3.9028,0,0,0.2398,0,0
6.9944,7.4056,19.0126,0,9.3678,0.9032,0,0,6.6392,0.0772,0,0,0,3.6916,6.243,0,0,5.298,10.1546,0,1.9566,0,0,0,8.0214,0,0,0,0,3.028,0,2.229,25.1974,0,27.66,0,0,3.518,0,1.6
0.9334,0.8946,1.5626,0,0,8.4764,0,0,0,0,7.3604,3.6642,1.2134,0,0,0,9.4462,1.4834,0.65,4.0354,0,1.431,6.5304,2.2982,1.0476,0,0,0,0,4.172,3.6946,0,0,0,9.0258,1.7738,0.72,0,0.0854,0
0,0,0,4.0134,0,3.063,4.2714,3.1942,0,4.0816,3.9104,0,1.625,0,2.2982,3.5,4.4288,0,0,0,0,4.162,0.3338,0,0,2.1436,0.5772,0.1114,1.3722,0,11.3376,3.2494,0,0,6.3828,6.4852,0,2.3806,1.9876,0
0,0.7054,8.15,0,1.3982,0,0.6398,6.0772,0,0,6.1586,0,28.4672,0,0,0,6.5634,5.3166,0,0.3564,0,13.7142,6.3322,0,0,6.9,10.5646,0,2.8304,1.628,6.85,0,0,0,0,10.1244,0,2.0374,3.9354,0
0,2.7778,0,0.874,3.609,4.1058,1.889,2.4,6.0556,0,2.5276,0,21.5268,0,8.0648,6.6192,0,0.0126,0,3.323,2.3402,0,0,1.8268,0.162,1.8,0,0,0.6648,0,11.2214,0,0,0,22.2258,0,5.34,10.6324,3.046,0
4.7778,2.4444,8.3936,0,0,0,8.4872,6.3856,0,1.2396,1.3482,2.031,26.8596,4.3056,0,0,0,0,0,3.4728,2.7918,14.2786,8.625,0.2162,8.4572,14.0124,11.6,0,1.2962,3.878,11.4214,4.9304,6.1444,6.0666,4.18,0.1836,0,1.2422,6.1938,10.2452
0,9.4222,3.5248,0,2.5572,0,6.6778,4.0028,6.591,6.6598,1.5828,4.881,18.0288,5.7168,3.5394,4.923,0,0,0,0.6562,9.4948,4.2952,0,0,7.2596,10.2124,7.8404,6.8692,3.081,0,7.6322,2.1826,0,0,13.3972,0,1.0486,5.7156,0,0
3.65,6.011,11.8436,0,6.7928,4.1394,2.9524,0,8.3654,0,0,10.6406,16.2212,7.6444,1.494,8.0826,0,0,8.1658,0,13.1486,0.0572,3.0304,2.743,2.8928,0.2032,6.5038,0,4.3334,0,1.3678,3.3216,19.5772,4.2666,17.4772,0,1.22,0,1.0062,6.8928
1.3112,2,0,3.346,5.6304,4.2944,3.7444,6.5028,7.5654,5.1664,0,4.9286,0,13.8444,9.7098,4.2596,0,0,7.0932,3.902,8.767,0,1.2052,2.0606,2.012,0,0,0,0,4.0756,6.7536,0,19.5494,0.6738,13.1972,0,2.537,1.3916,0,7.1118
20.5888,1.9082,6.0938,5.2024,7.3248,0,0,0,0,0.7956,1.6586,0,0,2.4472,0,0,0.7962,0,0,0,0,11.8666,12.3626,0,1.4214,5.9876,4.8962,0,3.3684,2.4354,0,0.3652,24.0304,3.2476,0,0,8.2428,0,3.6854,10.8596
0,0,0,5.7214,0.7946,2.1528,0,1.7114,0,1.5314,1.5172,0,0,1.7778,0,0,5.4866,6.4834,1.7296,0,0,2.9214,2.6858,3.466,0,0,0,0,2.6924,0,3.1304,0,0,0,0,0,5.8172,0,1.9146,0
2.6444,1.7528,3.5626,0,8.5214,2.119,0,0,1.0812,2.1138,0,0,0,0,0,0,0,1.7208,4.7294,2.5646,4.1402,1.6286,1.209,0,1.4524,0,0,0,0,0,0,0,19.043,10.8952,13.6942,1.6262,0,0.6242,5.475,12.7144
0.7722,1.1862,0,2.6742,0,0,0,6.163,0,4.5066,2.3276,0,0,4.3722,0,0,6.4288,0,0,4.4854,0,3.0976,0,0,3.5738,0.8062,0,0,0,7.011,0,0,0,0,10.9484,1.2032,0,5.9458,0,0
4.111,0.6972,0,0,0.2982,2.1034,0,0,3.1098,2.1314,0,0,0,0.1668,2.8492,0,0.8096,0,7.9956,7.1334,0,0,0,0,19.7404,1.3158,0,0,0,0,0,7.8666,4.0254,1.6094,17.4084,0,0,8.9916,0,1.6406
0,0,16.6062,0,0,1.7438,0,0,2.991,0,3.1466,6.95,0,3.9918,9.2352,4.627,0,0,0.7,0,6.8702,7.0428,0,3.5768,9.8072,0,0,3.3,0,4.6206,0,0.3508,0,2.0856,5.1314,0,0,7.7928,0,0
3.7612,0,7.5936,0,0,0.6786,0.2032,0,7.1758,0,0,0.231,0,0,5.002,0,1.0212,0,8.2158,0,4.4824,0,2.366,0,12.3832,0,0,0,0,6.1256,0,6.1912,3.157,1.7334,2.4458,9.282,0,12.4554,0,1.1404
3.1,0,0,5.236,0,2.8226,0,2.9114,0,0,6.269,1.2024,0,0,0,0,0.9366,0,0,0,0,0.012,0,7.0088,0,4.7718,4.195,0,1.3848,0,0,0,0,0,0,0,0,10.7482,0,0
0,1.3056,5.7562,0,0,0.2788,0.93,0,0,0,0,2.2928,0,0,0,0,0,0,0,0,7.3464,0,0,0,14.681,0,1.8834,0,0.5732,0,3.1054,0,0,4.7524,0,0,3.7714,16.5312,2.4438,4.7166
0.0056,0,0,0,0,0.2088,0,5.2714,0,0,1.4172,0,0.1174,0,0,0,0,0,0,0,0,3.4452,0,5.559,4.719,0,0,0,0.44,0.4818,1.8894,0,0,1.4548,0,0,8.6314,21.859,5.4668,0
0,0,0,1.5822,0,0,0,0,0,4.3154,0,0,0,1.9028,0,1.375,0,4.4792,4.0794,1.9,0,0,0,0,15.8166,0,0,0,4.2848,0,0,0,0,0,0,0.8818,0,22.094,0,5.3832
7.8278,0.25,0,0,2.3108,0,0,7.237,0,2.6336,2.419,0,3.2424,0,0,0.7808,2.1268,3.4376,0,0,0,7.5784,0,0,11.0644,2.872,3.4456,0,0.6068,0,1.1464,0,0,0,0,0,2.68,15.5904,3.6688,7.45
0,2.961,0.825,0,0,0,1.062,0,6.7144,0,0,0,0,0.1416,6.7942,7.85,0.7942,0,5.2476,0,0,0,2.4876,0,19.2618,0,0,0,0,0,0,3.3508,0,3.1856,10.0228,0,9.7142,10.7746,0,1.357
18.5056,0,0,1.1394,0,0,0,9.1028,0,3.2336,0.9052,0,0.5596,0,0,0,0,2.8896,0,0,0,11.3024,2.8766,3.4768,0.1286,0,0.6228,0,0,0,0,2.6696,7.3468,0,0,8.059,0,0,0.3272,0
