Cell#1,Cell#2,Cell#3,Cell#4,Cell#5,Cell#6,Cell#7,Cell#8,Cell#9,Cell#10,Cell#11,Cell#12,Cell#13,Cell#14,Cell#15,Cell#16,Cell#17,Cell#18,Cell#19,Cell#20,Cell#21,Cell#22,Cell#23,Cell#24,Cell#25,Cell#26,Cell#27,Cell#28,Cell#29,Cell#30,Cell#31,Cell#32,Cell#33,Cell#34,Cell#35,Cell#36,Cell#37,Cell#38,Cell#39,Cell#40
4.3888,0,0,2.5978,0,0.3844,1.1492,0,0,0.7416,3.2586,0,0,0,2.7216,0.5038,3.55,0,7.6454,0,0,0,0,5.3964,0.5406,12.4406,0,0,0.799,0,0,3.3276,0,0,1.2256,1.9116,0.02,0,0,0
4.639,0.925,0.5126,0,3.2768,0.746,0,0,0,0,0,0,0.0692,0,0.3216,0,0,0,6.025,1.2978,0,8.5332,6.0392,0,5.3738,9.9564,3.8684,0,0,0.6828,0,2.8956,13.0456,0,2.717,0,3.6686,0,0,1.2522
0,0,6.2562,0,0,0,4.019,0,0,0,4.3242,3.3808,0,0,2.7452,0,1.923,2.1374,0.7296,0,0,0.55,0,4.2964,2.2048,9.5906,0,0,0,0,0,0,2.7748,0,2.6058,0,0,0,0,0
0,0,0,5.218,2.7946,2.0022,1.719,0.0086,0,0,0,0,0.0558,0,0,0,4.3174,0,0,0,0,7.024,1.2606,0,0,6.7844,8.0886,0,0,0,0,0,0.8558,0,0,1.623,1.097,0,2.148,0
0,0,1.6062,10.1932,0,0,0,0.5114,0,7.0788,0,0,2.4828,0,1.5276,0,0,0,0,0,3.7362,0,0,0,0,9.9342,0,0.1902,0.0684,0,0,4.284,0,0,0,0,3.0058,4.3012,0.7958,0
0,0,0,0,5.8838,0,0.281,0,0,0.657,2.9828,3.7906,0,0,0,0,0,0.2416,0,0,0.2618,0,1.65,0,0,0.7876,4.0024,0,0,0,1.15,1.1334,9.2278,0,3.923,0,0,0,0,5.2738
0,0,5.7374,8.3774,0,0,2.281,0,0,0,0,2.3048,1.1634,0,4.9746,0.7444,3.7788,1.5978,0,0.4458,0.2824,0,0,0,0,3.2562,0,8.2596,2.7848,0,1.734,0,0,0,0,8.5148,0,3.6664,6.5312,0
0.3334,0,1.8938,0.6584,2.3304,0.6518,0,0,7.4344,0,0,0,0.3904,1.6362,4.4686,1.2366,0.3924,0,0,6,0,0.0786,0.3108,0,8.8856,1.3532,3.4354,0,0.6028,1.6768,0.441,3.2348,7.2202,0,0.76,0,0,2.0808,0,6.1762
7.9666,0.3834,16.2624,0,0,2.5776,0,3.7686,9.1414,0,0.769,3.9952,0,10,5.5686,2.348,0,0,8.2226,0,2.8082,0,0.1696,7.241,10.6738,7.1156,0,3.687,4.8476,1.539,3.5732,0,0,0,13.7686,0,0,3.076,0,3.6904
5.8,1.1638,4.0688,0,3.1178,0,0,1.96,6.8316,0,2.0174,1.3382,16.0654,2.15,0,5.675,2.5136,0,9.0068,1.5854,0,0.1668,4.3376,0,6.8906,0,1.4682,0,0,4.3842,2.5088,2.2146,15.962,0,11.2084,0,0,0,0,2.969
0,4.8612,13.9062,0,0,4.3866,3.4556,12.7684,3.0768,0,0,2.788,27.548,0,0.4,2.5444,3.4136,1.85,0,2.4416,2.167,5.4738,0.4876,0,4.6714,0,0,11.1742,3.3218,7.1816,0,0,0,0,4.18,0,0,1.018,5.7186,0
6.3276,8.6862,3.75,0,0,3.5236,0,1.1686,0.6828,1.3518,0,0,20.4962,0,0,6.2864,0,0,2.2706,0.7106,0.0474,5.0142,0.2892,0,0,0.4188,0,0,0,0.855,0,0.6726,6.486,0,8.6344,3.5082,0,2.2662,0,4.5048
0,3.4416,0,3.3798,5.4662,0.892,1.0206,6.76,0,0,5.1396,0.6382,12.1558,0,0,0,2.2538,4.5646,0,0,0,0,0.8052,0.4874,0,3.103,1.5342,6.3824,0,0,4.1162,0,0,0,4.0772,5.9442,4.0286,0,4.3396,0
0,0.6806,0,6.0292,8.0124,0,3.5078,0.9914,0,6.8424,0,1.8692,8.427,0,0,8.8038,0.2712,7.0522,0,0.977,4.5196,0,0,0,0,0,1.5646,0,0,0.4122,0,6.4086,6.5746,0.9524,7.4914,0,6.2086,5.418,2.252,6.862
0,4.3446,13.4686,2.8518,0.6126,8.6584,3.8952,0,0,3.022,0,3.5784,0,0,3.2822,3.2768,0,0,0,3.3688,4.6228,1.8548,0.916,4.366,0,0,0.5544,0.9146,4.8334,3.0012,0,2.8058,0,0,0,4.1148,0,0,0,0
1.0444,0,0,7.2832,2.675,0,0,0,0,0,4.4552,0,0,0,0,7.6904,5.3712,0.6668,6.4136,0,0,0,0,3.0376,0.0834,0,6.719,0,0.0516,1.5354,0,8.971,4.048,5.4714,0,7.2262,2.2944,5.0712,0,0
0,0,0,0,3.5732,0,0,8.7772,0.3744,0.3782,0.1862,3.1644,0,5.3,0.092,0,3.6442,0,2.6954,1.2394,2.4186,2.3834,5.3142,0,3.1858,1.4844,1.7746,4.15,2.7952,0,3.0036,5.8144,1.8204,0,0.2486,0,0,0,0,5.1308
8.3722,3.1,3.65,1.6068,0,2.1528,1.7778,0,13.606,0.3926,0,0,0,0,5.0294,6.398,0,1.6688,7.7522,0,1.1052,1.4596,0,0.8072,11.3192,0,0.9824,0,3.58,5.528,0,2.4724,19.8606,0,11.197,0,0,3.0868,1.1564,3.1476
0,0.436,0,0,0,5.591,0,1.5514,0,0,8.9016,0,0,0,0,0,0,2.3416,0,0.4396,0,8.7452,6.2428,2.9286,0,0,6.2708,1.134,0,6.1988,0,0,0,0,0,0,0,0,0.5042,0
8.461,2.0332,0,1.373,3.325,0,0,2.7342,0,0.9986,0.8552,1.4382,0,0,0,0,0,8.6354,5.6068,0.827,2.8576,2.6928,0,0,0,3.0344,2.5114,2.0968,0,0,1.1554,0,0,0,6.6828,5.5704,8.6914,2.8482,0.5376,0
1.3,4.264,0,0,0,3.7662,5.2,5.6914,1.1066,0,0,0,0,0,3.5804,0,0,0,0,1.8062,5.6392,6.2808,8.1606,2.366,0,8.7406,1.2178,2.7936,0.4294,0,3.7338,0,3.4582,0,9.8258,0,0,0,2.0082,4.1904
0,5.7472,7.2062,0,0,3.4336,2.5634,0,7.1218,0,0,4.8524,0,0,0,0,0,1.6814,2.65,2.3354,6.2022,0,0,0,0,0,0,0,0.0572,0,0,0,0,0,7.017,0,1.6856,3.4036,0.4,0
9.7054,0,0,0,0,0,0,4.8458,0,0,1.4102,2.5476,0,0,0,0,0,0,0,1.6624,3.8226,4.6714,1.457,0,0,0,0,1.3114,0,0.2,0.975,0.942,0,0,8.1858,3.9018,0,0,0,0
4.8222,0,7.4438,0,0,0,0.0968,0,8.3052,0,0,0,6.9538,0,1.0902,0,2.5598,0,8.7138,6.5584,0,0,0,0,8.9858,0,0,0,0,0,0,0.5796,6.2126,0,8.0542,0,2.203,1.9146,0,0
12.139,0.1278,9.3562,0,0,0,0,1.5114,0,0,0,0,0,0,0,0,2.0098,0,0,0,0,0,6.6642,0,14.7358,2.5032,2.2178,3.7644,0,2.5318,0,10.0578,17.4684,0,9.1486,0,0,0,3.8312,0.7
0,0,0,0,0,0.1732,0.8398,0,0,3.657,0,3.962,0,0,0,0,0.0788,1.6666,0,0,0,0,0,0,0,0,0.8834,0,0,0,0,0,0,0,6.9628,0,4.0942,1.188,0,0
0,0,0,0,0,0,2.3668,0,0,0,0,0,0,0,0,0,3.298,1.2354,0,0,0,9.5548,1.659,0,7.3404,0,0,0,0,0.15,0,1.4348,0,0,8.9744,0,0,0,0.029,3.4046
0,0,9.9626,0,0.5482,0,2.573,2.8142,0,2.9898,0,0,3.023,0,0,3.325,4.1962,0,0,0,0,0,0,0,0,0,1.2204,0,0,1.0964,0,0,0,0,7.9858,0.9508,0,0,5.0604,0
17.3612,7.686,5.5376,1.4112,1.0982,0,0,0,3.8934,3.5722,0,5.3594,0,2.5112,0,0.7038,0.675,0,4.6636,0,1.5196,2.5904,0,0,0,0.1124,3.7544,0,0.2792,0,0,7.061,9.0684,1.2168,3.78,4.9212,0,0,3.5708,7.1692
0,0,5.375,1.8,1.8786,0,5.5112,2.3258,0,0,1.3,0,0,0,0,0,3.4902,0,0.9704,0,5.0598,0,0,0,0,0,1.3974,0.9936,4.2372,1.0988,6.3838,0,0,0,6.0372,0,0,0,0.0082,0
4.5332,7.0806,6.6938,0,8.6358,0,0,1.5256,10.173,0.7592,0,0,3.1404,0,5.1158,2.9692,0,0.6396,3.0614,7.3604,0,5.231,6.891,0.7786,0.6856,0,0.6254,1.2436,0,3.3512,1.5106,3.3768,1.838,0,4.1028,0.5016,4.2858,0,3.9582,0
10.711,7.8278,0,1.1414,5.3786,1.791,0,6.3972,0,3.9768,1.5104,0.6548,4.3386,0,3.0412,0.3596,0,0,0,0,6.8124,0,1.1858,2.7374,0,0,0,9.2614,1.8542,0,0.2874,4.168,0,0.2238,8.54,6.9542,5.877,2.0988,1.0188,0
0,0,1.125,0.6944,0,0,0,0,1.6016,0,3.0792,1.4596,0,0,7.3372,4.2732,0,0,7.5568,0,1.8372,0,0,0,0,2.6064,1.2302,0,0,0,0.8448,3.1508,3.0988,7.8618,2.0656,0,2.6628,3.0264,0.5646,4.5334
0,0,0,0,0.4214,9.5886,1.2412,4.04,0,0,0,0,5.1788,0,3.6158,1.8462,0,1.2292,0,2.3166,7.0782,0,0.3624,10.4928,0,3.2438,0.9848,8.2968,1.7608,2.3036,7.9356,1.6724,0,0,9.6544,0,3.943,2.1096,1.9938,0.9832
1.6388,0,0,0,1.1464,1.1976,0.0856,0,5.8782,4.2656,0,4.4476,5.598,5.075,5.3726,3.9366,0,2.8396,6.8818,0,0,0,0,1.5178,10.7286,6.3094,0,0,0,0,0,0,6.2126,3.8404,5.8084,5.79,0,0,0,3.3356
0,0,5.6562,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,5.4948,0,0,0.225,0,6.9218,0,0.2886,2.5076,3.9732,1.35,3.861,12.2758,0,0.2686,0,0,0,1.1,3.2334
0,0,0,3.3124,0,0,0,0,0,0.5692,4.4914,0,0,0,0,0,0,1.198,0.7296,2.375,0,0,0,0,0,0,7.5012,0,0.1448,1.911,0.9428,0,0,0.5358,0,0,4.3086,0,0,2.6976
10.3778,0,0,0.7236,0,0.9056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6518,0,0,2.3798,5.8742,0,0,6.5214,0,0,0,0,1.449,0,0,0,0
0,0,0,5.6314,1.5428,0,0.543,2.2572,0,5.3678,0,3.2904,0,0,0,4.0942,0,3.0728,2.0182,0,0,0,0,0,0,0,0,0,1.9448,0,0,0,1.3824,0,5.3514,3.7672,0,0,0,0
0,0,1.3876,0,0,1.1798,0,0,0,0,0.6052,0,0,0,0,0,0.7386,0,0,0,0,8.3262,0,1.6662,1.4118,0,0,0,0,3.9062,0,0,0,0,0.903,0,2.063,0,0.121,0
0,0,2,0,0,0,0,1.6144,3.3986,2.3518,0,2.1,0,5.3028,4.002,11.3674,3.7788,0,6.5682,0,0,0,0,0,7.2714,0,3.3342,0,1.083,0.7574,0,0,0,0,14.0114,0,0,0.6242,0,3.4356
2.0112,0,2.1562,0,0,3.6786,0,2.9342,9.9052,0,0,0,0,0.6168,0,0.5346,0.902,3.2834,1.4658,0.3376,0,1.3832,0,0,4.5476,1.65,0.519,0,0,3.9804,0,0,21.8936,0,4.5114,0,0,1.5036,0,0
0,1.9694,0,0,2.475,0,0,0,7.1308,0,0.7362,0.7762,0,0,0,0,0,0,2.5182,0,1.7442,0,0,0,7.7834,0,0,0,0,6.594,0,0,0.0886,0,1.6428,0,0,0,0,2.3142
6.289,0.3832,7.6938,0,0,0,0,0.5372,0,0,1.1242,0,0,0,0,0,2.7384,0,0,3.2812,0.4886,4.5404,0,3.3804,0,0,0,0,0,1.4072,4.6016,0,3.8606,0,0,0,3.18,0,0,0
0,0,0,9.937,0,0,0,5.1972,0,2.4614,0,0,3.5712,0,3.1844,0,2.6076,0,0.3068,2.6374,0,0,0,0,0,8.5842,0.9114,2.2564,0.0332,0,2.234,0,0,0,1.1542,1.9344,4.5914,0.1662,0.7416,4.2286
19.85,4.1334,11.2812,1.3034,0,4.2202,0.0904,0,5.639,0,2.0914,3,0,0,0,0,0,0,0,3.4772,0,5.5428,6.5018,0.5464,0,3.1812,0,0.7386,0,0,0.125,0,1.762,8.7238,0,5.9574,0,0,0,3.8238
0,0.4444,25.5438,0.9708,3.3874,0,2.1476,0,0,0,0,0.35,1.3442,0,6.5098,5.9826,0,0,2.3614,0,4.1938,0,0,1.916,0,0,0,0,2.9962,0,0.6696,0.8174,0,0,0,0,12.2686,1.3628,0,0
13.6388,0,14.2626,0,0,2.672,0,0,0,0,0,7.6572,4.498,0,0.8842,1.7768,2.4422,1.9208,0,3.9604,0,0,4.5588,0,0,0,3.6684,0,0,0,0.4642,3.4726,13.048,0.4524,0,0,0,1.9904,0,0
6.9222,0,42.0188,0,5.8912,2.1348,0,0,4.7354,1.6044,0,0.919,0,1.375,4.6214,0.9058,1.9616,4.5334,8.2638,0,0,0,1.184,0,5.8262,2.475,0,9.4404,1.9018,1.9878,0,5.403,0,3.1762,2.1742,4.5246,0,2.6362,0,0
19.3776,4.6362,45.1936,0,0.6356,1.5236,2.0126,0,7.418,0,0,3.1428,0,0,0,3.7288,0,0,3.0454,0,0.771,2.6906,3.0678,0,9.088,0,3.1974,0,1.9744,3.167,0.2392,3.2174,24.4684,0.2476,0,0,0,0.3748,0,2.031
0,0,51.175,0,2.7606,0,0,2.1342,0,0,2.0362,0,2.3614,0,0,0,1.925,0,0,3.8854,0,0,1.2,1.1374,0,3.3656,2.7494,5.1564,1.019,2.7,0,0,0,0,0.88,0,1.4342,0,0,0
14.7444,0,58.2062,0,0,0,1.4064,6.7828,1.9714,1.5374,2.4362,0,0,0,0,0,0,2.0916,0,0,0,0,4.8948,3.1822,0,12,1.9038,3.3694,0,1.2902,0,0,0,0,0,2.9344,0,0,3.0624,0
15.6168,0.8944,79.6562,5.2,2.1392,0,0.4492,2.9258,2.3804,1.2058,5.245,0,0,0,0,0,4.1904,4.7918,0,0,6.3134,6.6024,0,7.284,0,2.3,2.7492,7.8644,0,0,2.8234,0,0,0,1.223,0,7.6,0,2.9438,0
25.1444,2.2166,48.1688,3.9528,0,4.735,0.8176,0,1.1804,0,0,0,2.5616,5.1332,0,3.3692,0,0,0.9068,1.3562,0,0,0.8072,0,3.4524,0,3.0962,0,3.8324,0,0,0,4.1316,1.869,5.4,1.2524,0,2.6242,0,2.7
17.3112,0,73.4376,5.7664,2.9268,0.908,1.862,0,0,0,3.9724,0,0,0.625,0.6646,0,3.4636,0.8604,0.3524,2.8668,0.9712,0,0.984,3.6108,0,3.0376,0,0.8918,0,0,0,0,0,0,0,0,1.917,0,3.7458,0
22.7556,0,42.225,0.2314,0,0,0.4904,0,3.988,0,0,1.5452,0,5.9916,9.1138,0,0,1.0416,10.4228,0,6.7588,0,0,0,2.657,0,0.1392,0,3.6486,0.0854,3.7358,2.2608,1.5976,0,0,0,0,1.2988,3.9668,3.3976
29.9278,0,31.3438,7.0786,0,2.8068,0,0,0,1.1766,0,0,0,0,0.3804,1.773,1.7462,0,6.9614,4.2896,0,3.0882,3.1588,0,5.6024,0,0.2152,0,1.2258,0,0,0,6.114,3.9524,2.9858,0,0,1.7072,0.8396,0
23.0388,0.8112,23.0874,0.4696,1.3678,0,0,0,0,0,0,0,0,0,4.947,11.75,0,0,5.0794,0,0,0,0,0,8.9976,0,0,0,7.5542,3.5548,0,0.5246,4.3214,4.5404,0,1.6526,0,3.8736,0.3936,3.0906
6.6944,7.125,18.2686,3.6674,4.5018,0,0,0,0,0,0,0,1.5288,0,0,0,2.8442,3.9522,0,0,7.87,9.2976,0.6982,3.6784,0,0,0,0.758,0,0,0.0894,0,0,0,0,0,5.3914,0,3.0332,0
20.7112,2.4832,0,5.8426,0,3.2988,0,0,0,1.216,1.488,0,0,0,0,0,0,0,6.2158,0,0,0,0,0,0,0,0,2.2694,0.8582,0,7.3036,0,0,0,0,2.1508,0.1972,2.4674,0,0
13.3222,3.8332,0,8.6922,5.6054,0,0.2874,6.7656,0,2.2788,0,0,8.0904,0,3.349,0,2.8694,0,0,0,0,6.7262,0,0,5.4334,0,0,0,0,0,0,0,0,0,0,0,15.543,1.6892,0,0
5.6,1.2084,0,5.4382,0,1.31,0,3.58,6.7534,0,0,1.5118,1.45,0,4.4862,0.6308,0,1.9124,0.4954,0,0.33,0,0,0,0,0,0,0,6.6742,0,0.3284,1.0376,0,0,2.8828,0,8.2572,0.5086,0,2.5192
8.3444,0,0,9.0808,0,1.5774,0,5.5914,0,2.4262,4.7654,6.7714,7.2886,0,2.7452,0,0,1.1478,0,6.6436,0,11.4096,4.0482,0,1.4976,0,0,0.7144,0,0,0,0,4.4962,0,0,2.4524,1.9172,0,0,0.7332
13.889,0,0,13.4,0,2.2112,3.2126,0,0,2.578,4.307,2.012,0,5.5472,7.0334,7.5864,0,0,11.2796,0,0,0,0,0,7.75,0,0,0,0.1924,3.472,2.9,3.3972,7.1924,6.5048,0.1828,3.0362,0,6.7856,0,2.8192
1.15,0.7862,0,5.8698,0,0.0832,0.7762,3.5144,8.9984,2.1504,0,3.4572,2.4384,0,10.4392,5.3886,0.4366,0,0,4.852,1.732,11.4,5.4356,0,12.8166,1.15,4.329,0,0,6.0732,0,1.9304,22.7672,4.438,0.68,0,0,0,1.9082,8.9548
17.1056,0,0,4.7302,0,0,0.376,0,0,0,1.0912,1.2452,0,0,0,4.0616,3.921,0,0,7.6354,7.734,5.369,7.1784,7.459,0,3.6562,0.833,1.4258,0,0,0,0,3.433,0.719,0,1.0066,0.3742,0,2.5042,3.8786
5.2444,5.0528,0.5062,5.3506,3.8232,0,2.3776,0,0,1.3664,1.4604,1.8382,2.9578,0,0,0,4.7558,3.9562,0,0,0.835,8.943,3.2214,3.3732,0,7.1906,7.3976,0,0,2.661,0.8644,0,3.7444,0,0,6.1638,1.0428,0.2204,2.0916,0
0.3778,0,0,13.4158,7.4162,0.099,7.9094,3.7286,0,1.473,0,0.4452,2.475,1.4084,0,0,0,2.2418,4.7388,4.7752,6.031,0,0,3.1268,0,3.078,5.0228,5.7726,1.597,11.467,6.2786,10.6204,0,0,0,26.3312,7.4572,0.376,7.1604,0
0.961,4.2056,0.2124,0,0.8804,0,0,7.56,6.155,0,0,0,7.9672,4.5972,0,0,0,1.7668,0,11.0854,8.831,7.0428,3.7572,0.9268,0.2286,1.9126,4.8784,0,1.038,14.2402,0.0196,7.3884,6.119,1.8024,5.1458,22.1802,0,6.3132,4.6478,7.7238
0,2.7112,6.1312,12.5078,9.4948,0,0,5.1456,0,0,5.843,2.6738,5.9078,4.4888,0,0.523,3.1846,0,3.625,3.0104,4.068,0,0,2.3268,0.4524,4.5656,0,10.442,0,11.334,9.2858,9.3536,0,0,0.217,20.6918,13.5056,5.8566,0.9812,0
0,10,0,5.7034,0.0964,3.9012,0,0,6.5836,0,0.857,2.8048,0,5.0056,3.151,0,0,3.6834,10.8454,1.6334,0,0,0,0,7.4572,1.4594,0.767,3.4,0,10.306,2.1554,5.881,17.5848,3.4572,0,11.6,0,2.4806,1.0354,6.6666
0,1.875,0,0,0,0.6158,0.5652,7.2344,0,0,5.2638,1.4046,4.1268,0,0.1668,0,6.2904,0.5564,0.6408,4.7062,0.466,2.9262,0.6554,1.4662,0,0,0,3.6468,2.9704,2.9328,1.2572,11.8434,0,0.9168,0,4.2296,0.8686,0,1.5292,1.9048
0,6.1834,0,0,0,1.519,3.0144,0,2.9368,1.7928,1.8414,0,0.5114,1.4694,0,1.6866,5.2038,0,4.3386,0.95,0,0.15,3.2768,0,0.4524,0.6626,0,0,2.0696,0,0,0,0,2.031,3.12,0,3.62,2.4988,0,3.0404
6.3668,3.2028,0,0,7.4642,1.919,2.062,0,0,4.6364,5.4086,0,0,0,0,1.077,4.0364,0,5.1342,6.9312,0,0,0,2.5142,0,1.7562,3.7216,3.221,1.9696,0,0,0,0,0,0,0,10.697,0,0,0
1.0612,0,0,0,0,2.427,2.481,0,4.6166,0,2.3896,5.288,0,0,7.6962,0,0,2.3436,0.984,5.146,0,0,1.334,0,0,0,0,0,1.9906,0,0,0,4.5088,3.0428,0,0,0,0.018,0,7.381
0,3.1832,1.2562,0,3.9162,6.1506,1.2238,5.9514,0,0.6642,0,0.7166,3.4422,0,0,1.7308,0.2384,0,0.1024,4.9896,0,0,0,11.7338,0,5.8874,0.7696,0,3.3304,0,3.8284,0,0,0,2.8086,0,9.1058,2.0398,1.2082,0
0,1.1,4.5,2.6966,0,3.0922,0.5856,0,9.7608,3.1884,0,0.3692,0,17.4582,4.7018,7.8904,0,0,12.566,0,5.101,0,0,0,3.838,7.5282,0,0,1.3514,21.7878,0,0,14.4406,3.1714,0,0,0,2.4398,0,2.938
16.9778,1.9056,16.9188,0,1.35,0.8428,0.9824,6.94,0,0,0,1.1714,0,0,0,0,0,1.3812,0,0,0,6.85,2.209,0,0,0,2.8988,9.2516,0.0104,14.0244,2.0232,8.4116,13.9444,0,0,0,0,0,2.023,1.788
0,0,0,2.5056,0,2.0136,0.946,1.9486,1.4902,0.3592,0,0,0,0.1166,0,0,0,0,0,0,5.1298,3.5404,0,0,0,0,0,3.5032,0.8904,0.9744,0,0,0,0,0,0,3.7058,0,2.4896,2.6952
0,3.8222,0,0,5.75,0,0,0,0,0,0,0,3.4134,0,0,1.948,4.273,0,0,0,4.7794,12.6238,0,1.8608,0,1.6032,2.514,1.2192,0,0.5268,1.2464,3.8666,0,0,0,0,0.3456,0,0,0
2.5778,0,0,0,2.8928,0,4.0856,0,7.785,4.3738,0.5674,0,0,3.2278,0,0,2.0558,2.3292,0,0,0,0,0.766,0,1.5142,0,0,1.8162,0,0.2074,0,5.6464,0,5.0572,0,0,0,0,0,0
0,0,0,0,5.475,0,0,0,0,0,0,0,0,0,2.3392,0,0,0,0,1.8604,0,9.2144,0,0.4054,2.5406,0,0,3.1226,0,0,10.2016,1.8436,0.8986,2.888,0.9744,4.859,0,1.4264,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,4.9842,7.1616,0,0,9.1112,0,0,0,0,0,4.3954,0,0,0,0,0,0,0,0,2.5524,0,3.1442,0,1.0168,0,3.112
5.289,2.6666,0,0,0,0,0,0,0,0,0,0,0.9808,0,0,1.4538,0,0.6124,0,0,0,0,3.7322,0,4.3834,0,2.1722,0,0,0.4438,5.5838,0,12.9798,0,0,0,0,0,0,1.5858
0,0,0,0,0,1.3326,0,0,0,4.038,0,4.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598,0,0,0,0,0,0,0,0,2.3258,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38565,0,0,0,0,2.0458,4.6017,0,0,0,6.2642,0,0,0,0,0,0,8.48855,0,0,0,0,0,0.17665,4.0691
0,0,0,0.025333333,0,0,0,9.798833333,0,2.20075,0,0,2.278,0,0,3.50475,3.32625,0,0.526333333,0,0,0,0,0,0,0,0.4525,0,0,0,0,0,0,0,0,0,2.106,0,0,0
